,Query ID,Subject ID,Genome,Genome ID,Accession,Description,Sequence Type,Identity (%),Query cover (%),Subject cover (%,Hit from,Hit to,Query Length,Subject Length,Score,E value
,NODE_161_length_441_cov_1.022293,209261.6.NC_004631,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,209261.6,NC_004631,"Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome.",chromosome,100,99.32,0.01,3937335,3937772,441,4791961,799,0
,NODE_161_length_441_cov_1.022293,295319.15.NC_006511,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,295319.15,NC_006511,"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome.",chromosome,99,100.00,0.01,3685246,3684806,441,4585229,799,0
,NODE_161_length_441_cov_1.022293,220341.7.NC_003198,Salmonella enterica subsp. enterica serovar Typhi str. CT18,220341.7,NC_003198,"Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete genome.",chromosome,100,99.32,0.01,3951836,3952273,441,4809037,799,0
,NODE_161_length_441_cov_1.022293,41514.7.NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980",41514.7,NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:--, complete genome.",chromosome,99,99.32,0.01,3871476,3871913,441,4600800,793,0
,NODE_161_length_441_cov_1.022293,218493.5.NC_015761,Salmonella bongori NCTC 12419,218493.5,NC_015761,"Salmonella bongori NCTC 12419, complete genome.",chromosome,93,100.00,0.01,3606608,3606168,441,4460105,649,0
,NODE_161_length_441_cov_1.022293,290338.8.NC_009792,Citrobacter koseri ATCC BAA-895,290338.8,NC_009792,"Citrobacter koseri ATCC BAA-895, complete genome.",chromosome,87,93.65,0.01,4653638,4653226,441,4720462,476,6e-131
,NODE_161_length_441_cov_1.022293,624.361.CXAG01000050,Shigella sonnei strain H140920393,624.361,CXAG01000050,"Shigella sonnei genome assembly 12971_8#76, scaffold ERS432308SCcontig000050, whole genome shotgun sequence.",contig,85,98.87,1.55,4276,4713,441,28184,437,3e-119
,NODE_161_length_441_cov_1.022293,300269.12.NC_007384,Shigella sonnei Ss046,300269.12,NC_007384,"Shigella sonnei Ss046, complete genome.",chromosome,85,98.87,0.01,3980463,3980900,441,4825265,437,3e-119
,NODE_162_length_441_cov_1.019108,925409.4.AZXP01000001,Sediminibacterium sp. OR53,925409.4,AZXP01000001,"Sediminibacterium sp. OR53 scaffold1_C1, whole genome shotgun sequence.",chromosome,93,100.00,0.01,1879770,1879330,441,3708896,649,0
,NODE_162_length_441_cov_1.019108,1463156.3.JPHF01000035,Flavihumibacter sp. ZG627,1463156.3,JPHF01000035,"Flavihumibacter sp. ZG627 contig45, whole genome shotgun sequence.",contig,93,100.00,35.14,886,446,441,1255,644,0
,NODE_162_length_441_cov_1.019108,1349421.3.JSVC01000053,Flavihumibacter solisilvae 3-3,1349421.3,JSVC01000053,"Flavihumibacter solisilvae strain 3-3 contig53, whole genome shotgun sequence.",contig,93,100.00,8.36,3728,4168,441,5278,633,3e-178
,NODE_162_length_441_cov_1.019108,1123356.3.AUDS01000006,Terrimonas ferruginea DSM 30193,1123356.3,AUDS01000006,"Terrimonas ferruginea DSM 30193 H608DRAFT_scaffold00003.3_C2, whole genome shotgun sequence.",chromosome,92,100.00,0.64,4095,4535,441,68776,627,1e-176
,NODE_162_length_441_cov_1.019108,1220578.3.BBWV01000016,Flavihumibacter petaseus NBRC 106054,1220578.3,BBWV01000016,"Flavihumibacter petaseus NBRC 106054 DNA, contig: FPE01S16, whole genome shotgun sequence.",contig,92,100.00,7.98,1773,1333,441,5524,627,1e-176
,NODE_162_length_441_cov_1.019108,700598.3.CP003178,Niastella koreensis GR20-10,700598.3,CP003178,"Niastella koreensis GR20-10, complete genome.",chromosome,92,100.00,0.00,1185828,1185388,441,9033684,616,3e-173
,NODE_162_length_441_cov_1.019108,1400522.3.AXZP01000076,Sediminibacterium salmoneum NBRC 103935,1400522.3,AXZP01000076,"Sediminibacterium salmoneum NBRC 103935 sctg_0001_0076, whole genome shotgun sequence.",chromosome,91,100.00,0.30,455,895,441,146221,605,7e-170
,NODE_162_length_441_cov_1.019108,1122605.3.ARFF01000026,Niabella aurantiaca DSM 17617,1122605.3,ARFF01000026,"Niabella aurantiaca DSM 17617 B160DRAFT_scaffold_22.23_C, whole genome shotgun sequence.",chromosome,91,100.00,3.45,11099,11538,441,12764,592,6e-166
,NODE_162_length_441_cov_1.019108,1122605.3.ARFF01000013,Niabella aurantiaca DSM 17617,1122605.3,ARFF01000013,"Niabella aurantiaca DSM 17617 B160DRAFT_scaffold_9.10_C, whole genome shotgun sequence.",chromosome,91,100.00,0.18,3925,4364,441,246927,592,6e-166
,NODE_162_length_441_cov_1.019108,1122605.3.ARFF01000012,Niabella aurantiaca DSM 17617,1122605.3,ARFF01000012,"Niabella aurantiaca DSM 17617 B160DRAFT_scaffold_8.9_C, whole genome shotgun sequence.",chromosome,91,100.00,0.18,1666,1227,441,249196,592,6e-166
,NODE_163_length_441_cov_0.907643,1379270.3.AUXF01000006,Gemmatimonas sp. AP64,1379270.3,AUXF01000006,"Gemmatimonas sp. AP64 Contig_6, whole genome shotgun sequence.",contig,89,100.00,0.13,1151,1590,441,348778,542,6e-151
,NODE_163_length_441_cov_0.907643,861299.3.CP007128,Gemmatimonadetes bacterium KBS708,861299.3,CP007128,"Gemmatimonadetes bacterium KBS708, complete genome.",chromosome,89,100.00,0.01,3718387,3718826,441,5311527,537,2e-149
,NODE_163_length_441_cov_0.907643,1158144.3.JQIW01000001,Thioalkalivibrio sp. ALJ1,1158144.3,JQIW01000001,"Thioalkalivibrio sp. ALJ1 F462DRAFT_scaffold00001.1_C1, whole genome shotgun sequence.",scaffold,90,83.67,0.02,386829,386463,441,1756446,476,6e-131
,NODE_163_length_441_cov_0.907643,1266370.3.CAQJ01000065,Nitrospina gracilis 3/211,1266370.3,CAQJ01000065,"Nitrospina gracilis 3/211 WGS project CAQJ00000000 data, contig 59, whole genome shotgun sequence.",chromosome,86,100.00,0.50,52212,51775,441,87238,474,2e-130
,NODE_163_length_441_cov_0.907643,345632.6.CP009788,Geobacter pickeringii G13,345632.6,CP009788,"Geobacter pickeringii strain G13, complete genome.",chromosome,86,100.00,0.01,2447700,2447264,441,3618700,474,2e-130
,NODE_163_length_441_cov_0.907643,351605.6.NC_009483,Geobacter uraniireducens Rf4,351605.6,NC_009483,"Geobacter uraniireducens Rf4, complete genome.",chromosome,86,100.00,0.01,1303580,1304016,441,5136364,474,2e-130
,NODE_163_length_441_cov_0.907643,316067.3.NC_011979,Geobacter daltonii FRC-32,316067.3,NC_011979,"Geobacter sp. FRC-32, complete genome.",chromosome,86,100.00,0.01,2112681,2113117,441,4304501,468,1e-128
,NODE_163_length_441_cov_0.907643,1123258.3.AQXZ01000016,Smaragdicoccus niigatensis DSM 44881,1123258.3,AQXZ01000016,"Smaragdicoccus niigatensis DSM 44881 F600DRAFT_scaffold00004.4_C, whole genome shotgun sequence.",chromosome,86,100.00,0.10,896,459,441,460441,468,1e-128
,NODE_163_length_441_cov_0.907643,1123258.3.AQXZ01000013,Smaragdicoccus niigatensis DSM 44881,1123258.3,AQXZ01000013,"Smaragdicoccus niigatensis DSM 44881 F600DRAFT_scaffold00007.7_C, whole genome shotgun sequence.",chromosome,86,100.00,0.15,896,459,441,294963,468,1e-128
,NODE_163_length_441_cov_0.907643,68170.4.JOFI01000104,Lechevalieria aerocolonigenes strain NRRL B-3298,68170.4,JOFI01000104,"Lechevalieria aerocolonigenes strain NRRL B-3298 contig104.1, whole genome shotgun sequence.",contig,86,100.00,28.17,970,1407,441,1555,468,1e-128
,NODE_164_length_441_cov_0.805732,209261.6.NC_004631,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,209261.6,NC_004631,"Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome.",chromosome,99,100.00,0.01,708877,708437,441,4791961,788,0
,NODE_164_length_441_cov_0.805732,99287.12.NC_003197,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287.12,NC_003197,"Salmonella typhimurium LT2, complete genome.",chromosome,99,100.00,0.01,2329450,2329890,441,4857432,788,0
,NODE_164_length_441_cov_0.805732,588858.6.CP001363,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,588858.6,CP001363,"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S, complete genome.",chromosome,99,100.00,0.01,2381003,2381443,441,4870265,788,0
,NODE_164_length_441_cov_0.805732,220341.7.NC_003198,Salmonella enterica subsp. enterica serovar Typhi str. CT18,220341.7,NC_003198,"Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete genome.",chromosome,99,100.00,0.01,2295837,2296277,441,4809037,788,0
,NODE_164_length_441_cov_0.805732,295319.15.NC_006511,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,295319.15,NC_006511,"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome.",chromosome,98,100.00,0.01,701670,701230,441,4585229,777,0
,NODE_164_length_441_cov_0.805732,41514.7.NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980",41514.7,NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:--, complete genome.",chromosome,92,100.00,0.01,677709,677270,441,4600800,625,6e-176
,NODE_164_length_441_cov_0.805732,218493.5.NC_015761,Salmonella bongori NCTC 12419,218493.5,NC_015761,"Salmonella bongori NCTC 12419, complete genome.",chromosome,87,100.00,0.01,2225952,2226392,441,4460105,505,8e-140
,NODE_164_length_441_cov_0.805732,640513.3.NC_015968,Enterobacter asburiae LF7a,640513.3,NC_015968,"Enterobacter asburiae LF7a chromosome, complete genome.",chromosome,80,98.19,0.01,3167930,3168362,441,4812833,308,2e-80
,NODE_164_length_441_cov_0.805732,498217.4.NC_013508,Edwardsiella tarda EIB202,498217.4,NC_013508,"Edwardsiella tarda EIB202, complete genome.",chromosome,83,31.07,0.00,2436600,2436736,441,3760463,127,7e-26
,NODE_165_length_440_cov_0.932907,1160710.3.AJGR01000523,Microbacterium laevaniformans OR221,1160710.3,AJGR01000523,"Microbacterium laevaniformans OR221 ctg89, whole genome shotgun sequence.",chromosome,95,99.09,6.05,1876,2311,440,7207,684,0
,NODE_165_length_440_cov_0.932907,202.4.JHQQ01000018,Campylobacter mucosalis strain DSM 21682,202.4,JHQQ01000018,"Campylobacter mucosalis strain DSM 21682 contig00018, whole genome shotgun sequence.",contig,86,99.09,6.17,620,1053,440,7036,466,3e-128
,NODE_165_length_440_cov_0.932907,516466.4.NZ_ABYL01000220,Burkholderia sp. H160,516466.4,NZ_ABYL01000220,"Burkholderia sp. H160 ctg00572, whole genome shotgun sequence.",chromosome,86,99.09,5.48,1513,1946,440,7924,466,3e-128
,NODE_165_length_440_cov_0.932907,79884.3.LFJO01000019,Bacillus pseudalcaliphilus strain DSM 8725,79884.3,LFJO01000019,"Bacillus pseudalcaliphilus strain DSM 8725 Contig30, whole genome shotgun sequence.",contig,80,99.09,57.54,668,234,440,756,322,8e-85
,NODE_165_length_440_cov_0.932907,1703.6.JTJZ01000001,Brevibacterium linens AE038-8,1703.6,JTJZ01000001,"Brevibacterium linens strain AE038-8 ctg10, whole genome shotgun sequence.",contig,80,99.09,45.93,674,241,440,945,311,1e-81
,NODE_165_length_440_cov_0.932907,1736413.3.LMSR01000010,Nocardioides sp. Soil797,1736413.3,LMSR01000010,"Nocardioides sp. Soil797 contig_18, whole genome shotgun sequence.",contig,80,99.09,25.80,567,1000,440,1682,311,1e-81
,NODE_165_length_440_cov_0.932907,1736609.3.LMJI01000003,Cellulomonas sp. Root930,1736609.3,LMJI01000003,"Cellulomonas sp. Root930 contig_3, whole genome shotgun sequence.",contig,80,99.09,26.30,566,999,440,1650,311,1e-81
,NODE_165_length_440_cov_0.932907,1129367.4.AUXW01000158,Pseudoalteromonas luteoviolacea S4054,1129367.4,AUXW01000158,"Pseudoalteromonas luteoviolacea S4054 contig_43, whole genome shotgun sequence.",contig,80,99.09,11.86,196,629,440,3658,311,1e-81
,NODE_165_length_440_cov_0.932907,1114972.3.AKZK01000067,Lactobacillus rossiae DSM 15814,1114972.3,AKZK01000067,"Lactobacillus rossiae DSM 15814 l-ross-dsmz36220_contig_42_1, whole genome shotgun sequence.",chromosome,80,99.09,6.27,5691,5258,440,6926,306,8e-80
,NODE_165_length_440_cov_0.932907,1117646.3.AHHG01000024,Elizabethkingia anophelis Ag1,1117646.3,AHHG01000024,"Elizabethkingia anophelis Ag1 Contig29, whole genome shotgun sequence.",chromosome,79,99.09,5.90,5649,5216,440,7357,300,4e-78
,NODE_166_length_440_cov_0.801917,209261.6.NC_004631,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,209261.6,NC_004631,"Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome.",chromosome,100,100.00,0.01,1781615,1782054,440,4791961,803,0
,NODE_166_length_440_cov_0.801917,220341.7.NC_003198,Salmonella enterica subsp. enterica serovar Typhi str. CT18,220341.7,NC_003198,"Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete genome.",chromosome,100,100.00,0.01,1199568,1199129,440,4809037,803,0
,NODE_166_length_440_cov_0.801917,295319.15.NC_006511,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,295319.15,NC_006511,"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome.",chromosome,99,100.00,0.01,1710288,1710727,440,4585229,786,0
,NODE_166_length_440_cov_0.801917,99287.12.NC_003197,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287.12,NC_003197,"Salmonella typhimurium LT2, complete genome.",chromosome,98,100.00,0.01,1289903,1289464,440,4857432,775,0
,NODE_166_length_440_cov_0.801917,588858.6.CP001363,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,588858.6,CP001363,"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S, complete genome.",chromosome,98,100.00,0.01,1248066,1247627,440,4870265,769,0
,NODE_166_length_440_cov_0.801917,41514.7.NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980",41514.7,NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:--, complete genome.",chromosome,93,99.77,0.01,1717845,1718283,440,4600800,640,2e-180
,NODE_166_length_440_cov_0.801917,218493.5.NC_015761,Salmonella bongori NCTC 12419,218493.5,NC_015761,"Salmonella bongori NCTC 12419, complete genome.",chromosome,88,100.00,0.01,1153002,1152563,440,4460105,514,1e-142
,NODE_167_length_440_cov_0.738019,99287.12.NC_003197,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287.12,NC_003197,"Salmonella typhimurium LT2, complete genome.",chromosome,98,100.00,0.01,227687,228126,440,4857432,769,0
,NODE_167_length_440_cov_0.738019,588858.6.CP001363,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,588858.6,CP001363,"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S, complete genome.",chromosome,98,100.00,0.01,228392,228831,440,4870265,764,0
,NODE_167_length_440_cov_0.738019,295319.15.NC_006511,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,295319.15,NC_006511,"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome.",chromosome,97,100.00,0.01,231952,232391,440,4585229,742,0
,NODE_167_length_440_cov_0.738019,209261.6.NC_004631,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,209261.6,NC_004631,"Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome.",chromosome,96,100.00,0.01,232089,232528,440,4791961,725,0
,NODE_167_length_440_cov_0.738019,220341.7.NC_003198,Salmonella enterica subsp. enterica serovar Typhi str. CT18,220341.7,NC_003198,"Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete genome.",chromosome,96,100.00,0.01,232098,232537,440,4809037,725,0
,NODE_167_length_440_cov_0.738019,469595.3.NZ_GG657368,Citrobacter sp. 30_2,469595.3,NZ_GG657368,"Citrobacter sp. 30_2 genomic scaffold supercont1.3, whole genome shotgun sequence.",chromosome,88,100.00,0.09,441512,441951,440,491667,514,1e-142
,NODE_167_length_440_cov_0.738019,500640.5.NZ_DS995323,Citrobacter youngae ATCC 29220,500640.5,NZ_DS995323,"Citrobacter sp. ATCC 29220 Scfld1 genomic scaffold, whole genome shotgun sequence.",chromosome,85,100.00,0.07,538372,538811,440,588464,442,6e-121
,NODE_167_length_440_cov_0.738019,41514.7.NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980",41514.7,NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:--, complete genome.",chromosome,89,70.45,0.01,2718449,2718140,440,4600800,391,2e-105
,NODE_167_length_440_cov_0.738019,1333848.3.CP007557,Citrobacter freundii CFNIH1,1333848.3,CP007557,"Citrobacter freundii CFNIH1, complete genome.",chromosome,84,78.86,0.01,2181454,2181800,440,5099034,343,6e-91
,NODE_167_length_440_cov_0.738019,218493.5.NC_015761,Salmonella bongori NCTC 12419,218493.5,NC_015761,"Salmonella bongori NCTC 12419, complete genome.",chromosome,91,56.59,0.01,215404,215652,440,4460105,339,8e-90
,NODE_168_length_440_cov_0.706070,209261.6.NC_004631,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,209261.6,NC_004631,"Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome.",chromosome,97,100.00,0.01,691423,690984,440,4791961,736,0
,NODE_168_length_440_cov_0.706070,99287.12.NC_003197,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287.12,NC_003197,"Salmonella typhimurium LT2, complete genome.",chromosome,97,100.00,0.01,2356339,2356778,440,4857432,736,0
,NODE_168_length_440_cov_0.706070,588858.6.CP001363,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,588858.6,CP001363,"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S, complete genome.",chromosome,97,100.00,0.01,2407892,2408331,440,4870265,736,0
,NODE_168_length_440_cov_0.706070,220341.7.NC_003198,Salmonella enterica subsp. enterica serovar Typhi str. CT18,220341.7,NC_003198,"Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete genome.",chromosome,97,100.00,0.01,2313290,2313729,440,4809037,736,0
,NODE_168_length_440_cov_0.706070,295319.15.NC_006511,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,295319.15,NC_006511,"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome.",chromosome,96,100.00,0.01,688929,688490,440,4585229,725,0
,NODE_168_length_440_cov_0.706070,41514.7.NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980",41514.7,NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:--, complete genome.",chromosome,93,100.00,0.01,640045,639606,440,4600800,636,2e-179
,NODE_168_length_440_cov_0.706070,218493.5.NC_015761,Salmonella bongori NCTC 12419,218493.5,NC_015761,"Salmonella bongori NCTC 12419, complete genome.",chromosome,88,99.77,0.01,2239123,2239561,440,4460105,518,1e-143
,NODE_168_length_440_cov_0.706070,500640.5.NZ_DS995324,Citrobacter youngae ATCC 29220,500640.5,NZ_DS995324,"Citrobacter sp. ATCC 29220 Scfld2 genomic scaffold, whole genome shotgun sequence.",chromosome,87,99.09,0.02,2354649,2355084,440,2732870,490,2e-135
,NODE_168_length_440_cov_0.706070,290338.8.NC_009792,Citrobacter koseri ATCC BAA-895,290338.8,NC_009792,"Citrobacter koseri ATCC BAA-895, complete genome.",chromosome,87,99.77,0.01,556621,556183,440,4720462,490,2e-135
,NODE_168_length_440_cov_0.706070,469595.3.NZ_GG657366,Citrobacter sp. 30_2,469595.3,NZ_GG657366,"Citrobacter sp. 30_2 genomic scaffold supercont1.1, whole genome shotgun sequence.",chromosome,86,97.05,0.02,2234287,2234713,440,2586226,463,5e-127
,NODE_169_length_440_cov_0.702875,209261.6.NC_004631,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,209261.6,NC_004631,"Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome.",chromosome,98,100.00,0.01,894200,893761,440,4791961,775,0
,NODE_169_length_440_cov_0.702875,99287.12.NC_003197,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287.12,NC_003197,"Salmonella typhimurium LT2, complete genome.",chromosome,98,100.00,0.01,2152947,2153386,440,4857432,775,0
,NODE_169_length_440_cov_0.702875,588858.6.CP001363,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,588858.6,CP001363,"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S, complete genome.",chromosome,98,100.00,0.01,2204499,2204938,440,4870265,775,0
,NODE_169_length_440_cov_0.702875,295319.15.NC_006511,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,295319.15,NC_006511,"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome.",chromosome,98,100.00,0.01,892674,892235,440,4585229,775,0
,NODE_169_length_440_cov_0.702875,220341.7.NC_003198,Salmonella enterica subsp. enterica serovar Typhi str. CT18,220341.7,NC_003198,"Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete genome.",chromosome,98,100.00,0.01,2109728,2110167,440,4809037,775,0
,NODE_169_length_440_cov_0.702875,41514.7.NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980",41514.7,NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:--, complete genome.",chromosome,92,99.77,0.01,830297,829859,440,4600800,623,2e-175
,NODE_169_length_440_cov_0.702875,218493.5.NC_015761,Salmonella bongori NCTC 12419,218493.5,NC_015761,"Salmonella bongori NCTC 12419, complete genome.",chromosome,92,99.09,0.01,2062298,2062733,440,4460105,612,4e-172
,NODE_169_length_440_cov_0.702875,290338.8.NC_009792,Citrobacter koseri ATCC BAA-895,290338.8,NC_009792,"Citrobacter koseri ATCC BAA-895, complete genome.",chromosome,86,98.41,0.01,739301,738869,440,4720462,468,1e-128
,NODE_169_length_440_cov_0.702875,469595.3.NZ_GG657366,Citrobacter sp. 30_2,469595.3,NZ_GG657366,"Citrobacter sp. 30_2 genomic scaffold supercont1.1, whole genome shotgun sequence.",chromosome,85,97.27,0.02,2026700,2027127,440,2586226,442,6e-121
,NODE_169_length_440_cov_0.702875,585056.7.NC_011751,Escherichia coli UMN026,585056.7,NC_011751,"Escherichia coli UMN026, complete genome.",chromosome,85,98.41,0.01,2395838,2396273,440,5202090,442,6e-121
,NODE_170_length_440_cov_0.616613,1160710.3.AJGR01000523,Microbacterium laevaniformans OR221,1160710.3,AJGR01000523,"Microbacterium laevaniformans OR221 ctg89, whole genome shotgun sequence.",chromosome,90,99.55,6.08,2313,1876,440,7207,577,1e-161
,NODE_170_length_440_cov_0.616613,202.4.JHQQ01000018,Campylobacter mucosalis strain DSM 21682,202.4,JHQQ01000018,"Campylobacter mucosalis strain DSM 21682 contig00018, whole genome shotgun sequence.",contig,88,99.55,6.20,1055,620,440,7036,514,1e-142
,NODE_170_length_440_cov_0.616613,516466.4.NZ_ABYL01000220,Burkholderia sp. H160,516466.4,NZ_ABYL01000220,"Burkholderia sp. H160 ctg00572, whole genome shotgun sequence.",chromosome,88,99.55,5.50,1948,1513,440,7924,514,1e-142
,NODE_170_length_440_cov_0.616613,79884.3.LFJO01000019,Bacillus pseudalcaliphilus strain DSM 8725,79884.3,LFJO01000019,"Bacillus pseudalcaliphilus strain DSM 8725 Contig30, whole genome shotgun sequence.",contig,80,99.55,57.80,232,668,440,756,310,6e-81
,NODE_170_length_440_cov_0.616613,1703.6.JTJZ01000001,Brevibacterium linens AE038-8,1703.6,JTJZ01000001,"Brevibacterium linens strain AE038-8 ctg10, whole genome shotgun sequence.",contig,80,99.55,46.14,239,674,440,945,304,3e-79
,NODE_170_length_440_cov_0.616613,1736413.3.LMSR01000010,Nocardioides sp. Soil797,1736413.3,LMSR01000010,"Nocardioides sp. Soil797 contig_18, whole genome shotgun sequence.",contig,80,99.55,25.92,1002,567,440,1682,304,3e-79
,NODE_170_length_440_cov_0.616613,1736609.3.LMJI01000003,Cellulomonas sp. Root930,1736609.3,LMJI01000003,"Cellulomonas sp. Root930 contig_3, whole genome shotgun sequence.",contig,80,99.55,26.42,1001,566,440,1650,304,3e-79
,NODE_170_length_440_cov_0.616613,1129367.4.AUXW01000158,Pseudoalteromonas luteoviolacea S4054,1129367.4,AUXW01000158,"Pseudoalteromonas luteoviolacea S4054 contig_43, whole genome shotgun sequence.",contig,80,99.55,11.92,631,196,440,3658,304,3e-79
,NODE_170_length_440_cov_0.616613,383381.3.JMIV01000006,Erythrobacter sp. JL475,383381.3,JMIV01000006,"Erythrobacter sp. JL475 contig6, whole genome shotgun sequence.",contig,79,99.55,27.99,626,1062,440,1561,298,1e-77
,NODE_170_length_440_cov_0.616613,1117646.3.AHHG01000024,Elizabethkingia anophelis Ag1,1117646.3,AHHG01000024,"Elizabethkingia anophelis Ag1 Contig29, whole genome shotgun sequence.",chromosome,79,99.55,5.93,5214,5649,440,7357,287,3e-74
,NODE_171_length_439_cov_1.057692,99287.12.NC_003197,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287.12,NC_003197,"Salmonella typhimurium LT2, complete genome.",chromosome,99,100.00,0.01,3726610,3727048,439,4857432,790,0
,NODE_171_length_439_cov_1.057692,588858.6.CP001363,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,588858.6,CP001363,"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S, complete genome.",chromosome,99,100.00,0.01,3740308,3740746,439,4870265,790,0
,NODE_171_length_439_cov_1.057692,209261.6.NC_004631,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,209261.6,NC_004631,"Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome.",chromosome,99,100.00,0.01,4103732,4103294,439,4791961,784,0
,NODE_171_length_439_cov_1.057692,220341.7.NC_003198,Salmonella enterica subsp. enterica serovar Typhi str. CT18,220341.7,NC_003198,"Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete genome.",chromosome,99,100.00,0.01,4119085,4118647,439,4809037,784,0
,NODE_171_length_439_cov_1.057692,295319.15.NC_006511,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,295319.15,NC_006511,"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome.",chromosome,99,100.00,0.01,3517755,3518193,439,4585229,779,0
,NODE_171_length_439_cov_1.057692,41514.7.NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980",41514.7,NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:--, complete genome.",chromosome,94,99.77,0.01,4017885,4017448,439,4600800,666,0
,NODE_171_length_439_cov_1.057692,571.62.CP011636,Klebsiella oxytoca strain CAV1374,571.62,CP011636,"Klebsiella oxytoca strain CAV1374, complete genome.",chromosome,87,97.72,0.01,807116,806688,439,6257473,478,1e-131
,NODE_171_length_439_cov_1.057692,1006551.4.CP003218,Klebsiella oxytoca KCTC 1686,1006551.4,CP003218,"Klebsiella oxytoca KCTC 1686, complete genome.",chromosome,86,99.09,0.01,992290,992724,439,5974109,466,3e-128
,NODE_171_length_439_cov_1.057692,685038.3.CP001855,Escherichia coli O83:H1 str. NRG 857C,685038.3,CP001855,"Escherichia coli O83:H1 str. NRG 857C, complete genome.",chromosome,86,95.67,0.01,3611450,3611869,439,4747819,461,1e-126
,NODE_171_length_439_cov_1.057692,585057.6.NC_011750,Escherichia coli IAI39,585057.6,NC_011750,"Escherichia coli IAI39, complete genome.",chromosome,86,95.67,0.01,4091448,4091867,439,5132068,455,8e-125
